Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerVelocityScore,IncomeGrowthPotential,ExperienceUtilization,CareerCluster,PromotionGapRiskScore,PromotionGapRiskLevel
33,1,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,No,20,4,1,0,13,3,4,9,7,1,7,0.11111109876543349,0.7777776913580343,0.33333329629630043,0.7777776913580343,0.11111109876543349,270.7,0.3939393820018369,1,4,Medium
52,0,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,19068,21030,1,Yes,18,3,4,0,33,2,4,33,7,15,12,0.45454544077135034,0.21212120569329682,0.060606058769513374,0.36363635261708027,0.15151514692378343,560.8235294117648,0.6346153724112429,1,5,Medium
32,0,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,No,11,3,1,1,6,5,3,4,3,1,2,0.24999993750001562,0.7499998125000469,1.249999687500078,0.49999987500003124,0.24999993750001562,786.2,0.1874999941406252,0,4,Medium
32,1,Travel_Rarely,515,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,3730,9571,0,Yes,14,3,4,0,4,2,1,3,2,1,2,0.33333322222225925,0.6666664444445185,0.6666664444445185,0.6666664444445185,0.33333322222225925,932.5,0.12499999609375013,0,3,Low
39,0,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,No,14,3,3,3,7,1,3,3,2,1,2,0.33333322222225925,0.6666664444445185,0.33333322222225925,0.6666664444445185,0.33333322222225925,558.0,0.17948717488494426,0,3,Low
32,0,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,0,No,18,3,1,0,4,2,3,3,2,2,2,0.6666664444445185,0.6666664444445185,0.6666664444445185,0.6666664444445185,0.6666664444445185,1116.25,0.12499999609375013,0,5,Medium
41,0,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,No,16,3,1,2,17,2,2,1,0,0,0,0.0,0.0,1.9999980000020001,0.0,1.9999980000020001,1536.0,0.4146341362284357,0,1,Low
40,0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,No,17,3,1,2,9,3,3,9,8,4,7,0.44444439506173394,0.8888887901234679,0.33333329629630043,0.7777776913580343,0.22222219753086697,331.9,0.22499999437500015,1,5,Medium
45,0,Travel_Rarely,252,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,19202,15970,0,No,11,3,3,1,25,2,3,24,0,1,7,0.041666664930555625,0.0,0.08333332986111125,0.2916666545138894,0.20833332465277812,768.08,0.5555555432098769,1,3,Low
31,0,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,No,12,3,1,1,9,3,3,2,2,2,2,0.99999950000025,0.99999950000025,1.499999250000375,0.99999950000025,1.499999250000375,4558.333333333333,0.29032257127991706,0,6,Medium
33,0,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,No,13,3,3,1,2,2,2,2,2,0,2,0.0,0.99999950000025,0.99999950000025,0.99999950000025,0.499999750000125,970.3333333333334,0.060606058769513374,0,3,Low
34,0,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,No,13,3,2,1,13,3,3,11,9,5,9,0.4545454132231443,0.8181817438016598,0.2727272479338866,0.8181817438016598,0.1818181652892577,496.4166666666667,0.3823529299307962,1,6,Medium
37,0,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,No,14,3,1,1,17,2,2,3,1,0,2,0.0,0.33333322222225925,0.6666664444445185,0.6666664444445185,0.33333322222225925,980.0,0.4594594470416366,0,1,Low
45,0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,No,17,3,4,1,9,1,3,3,2,0,2,0.0,0.6666664444445185,0.33333322222225925,0.6666664444445185,0.6666664444445185,1608.5,0.19999999555555567,0,2,Low
37,1,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,No,11,3,2,2,17,5,3,1,0,0,0,0.0,0.0,4.999995000005001,0.0,2.9999970000030003,5024.0,0.4594594470416366,0,1,Low
39,0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,No,25,4,4,0,20,1,3,19,6,11,8,0.5789473379501401,0.31578945706371275,0.05263157617728546,0.4210526094182837,0.15789472853185638,546.9,0.5128204996712693,1,6,Medium
29,0,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,No,19,3,1,0,6,1,3,6,5,1,5,0.16666663888889352,0.8333331944444675,0.16666663888889352,0.8333331944444675,0.16666663888889352,334.2857142857143,0.20689654458977433,0,5,Medium
42,0,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Yes,13,3,3,0,10,1,3,3,2,0,2,0.0,0.6666664444445185,0.33333322222225925,0.6666664444445185,0.6666664444445185,1636.25,0.238095232426304,0,2,Low
29,0,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,No,14,3,4,1,10,2,3,3,2,0,2,0.0,0.6666664444445185,0.6666664444445185,0.6666664444445185,0.6666664444445185,1732.75,0.3448275743162905,0,2,Low
25,0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,No,12,3,4,2,5,3,3,4,2,1,2,0.24999993750001562,0.49999987500003124,0.7499998125000469,0.49999987500003124,0.49999987500003124,979.6,0.19999999200000032,0,2,Low
42,0,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Yes,11,3,3,1,10,4,3,9,6,7,8,0.7777776913580343,0.6666665925926009,0.44444439506173394,0.8888887901234679,0.11111109876543349,259.3,0.238095232426304,1,6,Medium
40,0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,No,19,3,4,1,22,5,3,21,7,3,9,0.14285713605442207,0.3333333174603182,0.23809522675737013,0.4285714081632663,0.23809522675737013,883.4545454545455,0.5499999862500004,1,1,Low
51,0,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,2723,23231,1,No,11,3,2,0,1,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.9999990000010001,1361.5,0.0196078427527874,0,3,Low
31,1,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,No,11,3,2,0,6,2,4,5,4,1,4,0.199999960000008,0.799999840000032,0.399999920000016,0.799999840000032,0.199999960000008,579.8333333333334,0.19354838085327802,0,4,Medium
32,0,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,No,20,4,3,0,5,3,1,5,1,0,3,0.0,0.199999960000008,0.599999880000024,0.599999880000024,0.199999960000008,465.6666666666667,0.15624999511718765,0,1,Low
38,0,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,No,18,3,4,1,13,0,3,8,7,7,5,0.8749998906250137,0.8749998906250137,0.0,0.6249999218750099,0.24999996875000394,583.2222222222222,0.34210525415512494,1,8,High
32,0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,No,13,3,4,0,9,5,3,6,2,0,4,0.0,0.33333327777778704,0.8333331944444675,0.6666665555555741,0.33333327777778704,310.85714285714283,0.2812499912109378,0,1,Low
46,0,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7,0.9999998571428775,0.9999998571428775,0.285714244897965,0.9999998571428775,0.57142848979593,2109.0,0.6086956389413992,1,6,Medium
28,1,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,No,11,3,3,0,5,5,1,0,0,0,0,0.0,0.0,5000000.0,0.0,1000000.0,3485.0,0.17857142219387778,2,1,Low
29,0,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,No,19,3,2,2,10,2,3,0,0,0,0,0.0,0.0,2000000.0,0.0,2000000.0,6644.0,0.3448275743162905,2,1,Low
31,0,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,No,21,4,2,1,10,2,3,9,0,7,8,0.7777776913580343,0.0,0.22222219753086697,0.8888887901234679,0.22222219753086697,558.2,0.3225806347554634,1,3,Low
25,0,Non-Travel,675,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,No,12,3,4,2,6,2,3,6,3,1,5,0.16666663888889352,0.49999991666668053,0.33333327777778704,0.8333331944444675,0.33333327777778704,571.4285714285714,0.23999999040000036,0,1,Low
45,0,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Yes,14,3,2,0,21,2,3,20,7,4,10,0.1999999900000005,0.34999998250000086,0.09999999500000024,0.4999999750000012,0.1999999900000005,642.6666666666666,0.46666665629629656,1,4,Medium
36,0,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,No,11,3,3,1,16,4,3,15,13,10,11,0.6666666222222252,0.8666666088888928,0.2666666488888901,0.7333332844444478,0.06666666222222252,200.625,0.44444443209876583,1,8,High
55,0,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Yes,14,3,3,0,37,2,3,36,10,4,13,0.11111110802469146,0.2777777700617286,0.05555555401234573,0.36111110108024724,0.1388888850308643,514.7297297297297,0.6727272604958681,1,3,Low
47,1,Non-Travel,666,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Yes,12,3,4,1,10,2,2,10,7,9,9,0.8999999100000091,0.699999930000007,0.19999998000000202,0.8999999100000091,0.299999970000003,1077.1818181818182,0.21276595291987335,1,6,Medium
28,0,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,No,23,4,4,1,5,3,2,5,2,0,4,0.0,0.399999920000016,0.599999880000024,0.799999840000032,0.199999960000008,345.0,0.17857142219387778,0,2,Low
37,0,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,No,14,3,2,1,7,5,4,5,4,0,1,0.0,0.799999840000032,0.99999980000004,0.199999960000008,0.399999920000016,1083.6666666666667,0.18918918407596802,0,4,Medium
21,0,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0,0.33333322222225925,0.6666664444445185,1.333332888889037,0.0,0.33333322222225925,807.5,0.14285713605442207,0,4,Medium
37,0,Non-Travel,728,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,13603,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2,0.0,0.399999920000016,0.399999920000016,0.399999920000016,0.599999880000024,2267.1666666666665,0.4054053944485029,0,1,Low
35,0,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,No,18,3,2,1,10,6,2,7,7,6,2,0.857142734693895,0.9999998571428775,0.857142734693895,0.285714244897965,0.4285713673469475,1499.5,0.28571427755102063,1,7,High
38,0,Travel_Rarely,322,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Yes,24,4,3,1,8,3,3,8,0,7,7,0.8749998906250137,0.0,0.3749999531250059,0.8749998906250137,0.24999996875000394,622.7777777777778,0.21052631024930765,0,3,Low
26,0,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,No,20,4,1,1,6,6,1,6,5,1,4,0.16666663888889352,0.8333331944444675,0.9999998333333611,0.6666665555555741,0.33333327777778704,913.8571428571429,0.23076922189349144,0,3,Low
50,0,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,No,14,3,1,2,28,4,2,10,4,1,6,0.09999999000000101,0.39999996000000404,0.39999996000000404,0.599999940000006,0.499999950000005,1740.3636363636363,0.5599999888000002,1,1,Low
53,0,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3,0.199999960000008,0.599999880000024,0.99999980000004,0.599999880000024,0.799999840000032,2930.6666666666665,0.3962264076183697,1,2,Low
42,0,Travel_Rarely,635,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,No,25,4,3,0,20,3,3,20,16,11,6,0.5499999725000013,0.799999960000002,0.14999999250000037,0.29999998500000075,0.09999999500000024,233.66666666666666,0.476190464852608,1,9,High
29,0,Travel_Frequently,442,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,No,18,3,1,0,10,3,2,10,7,0,9,0.0,0.699999930000007,0.299999970000003,0.8999999100000091,0.19999998000000202,414.0,0.3448275743162905,1,3,Low
55,0,Travel_Rarely,147,Research & Development,20,2,Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Yes,19,3,4,1,12,4,3,10,7,0,8,0.0,0.699999930000007,0.39999996000000404,0.7999999200000081,0.19999998000000202,492.27272727272725,0.21818181421487612,1,3,Low
26,0,Travel_Frequently,496,Research & Development,11,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Yes,13,3,3,1,5,3,3,5,3,3,3,0.599999880000024,0.599999880000024,0.599999880000024,0.599999880000024,0.399999920000016,790.1666666666666,0.1923076849112429,0,4,Medium
37,0,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,No,12,3,2,0,17,3,3,17,12,5,7,0.2941176297577865,0.7058823114186875,0.17647057785467188,0.4117646816609011,0.05882352595155729,117.5,0.4594594470416366,1,7,High
44,1,Travel_Frequently,920,Research & Development,24,3,Life Sciences,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Yes,22,4,4,1,19,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.9999990000010001,1580.5,0.4318181720041325,0,3,Low
38,0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,No,14,3,2,1,10,2,3,2,2,1,2,0.499999750000125,0.99999950000025,0.99999950000025,0.99999950000025,0.99999950000025,1915.0,0.26315788781163457,0,5,Medium
26,1,Travel_Rarely,1449,Research & Development,16,4,Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Yes,13,3,4,1,5,2,3,3,2,0,2,0.0,0.6666664444445185,0.6666664444445185,0.6666664444445185,0.33333322222225925,593.25,0.1923076849112429,0,2,Low
28,0,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,No,21,4,4,0,5,3,3,5,3,0,2,0.0,0.599999880000024,0.599999880000024,0.399999920000016,0.199999960000008,551.6666666666666,0.17857142219387778,0,3,Low
49,0,Travel_Frequently,636,Research & Development,10,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Yes,11,3,4,0,22,4,3,3,2,1,2,0.33333322222225925,0.6666664444445185,1.333332888889037,0.6666664444445185,1.6666661111112961,4666.25,0.4489795826738861,1,3,Low
36,0,Travel_Rarely,506,Research & Development,3,3,Technical Degree,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,No,12,3,4,0,10,2,3,8,0,7,7,0.8749998906250137,0.0,0.24999996875000394,0.8749998906250137,0.24999996875000394,498.3333333333333,0.2777777700617286,0,3,Low
31,0,Travel_Frequently,444,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,No,11,3,3,1,2,5,2,2,2,2,2,0.99999950000025,0.99999950000025,2.499998750000625,0.99999950000025,0.499999750000125,929.6666666666666,0.06451612695109267,0,6,Medium
26,1,Travel_Rarely,950,Sales,4,4,Marketing,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,Yes,12,3,2,0,8,0,3,8,7,7,4,0.8749998906250137,0.8749998906250137,0.0,0.4999999375000079,0.24999996875000394,647.5555555555555,0.30769229585798863,1,8,High
37,0,Travel_Frequently,889,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Yes,12,3,3,3,4,3,2,4,2,1,2,0.24999993750001562,0.49999987500003124,0.7499998125000469,0.49999987500003124,0.24999993750001562,465.2,0.10810810518626743,0,2,Low
42,0,Travel_Frequently,555,Sales,26,3,Marketing,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,No,14,3,4,1,23,2,4,20,4,4,8,0.1999999900000005,0.1999999900000005,0.09999999500000024,0.399999980000001,0.1999999900000005,644.047619047619,0.5476190345804992,1,3,Low
18,1,Travel_Rarely,230,Research & Development,3,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,No,13,3,3,0,0,2,3,0,0,0,0,0.0,0.0,2000000.0,0.0,1000000.0,1420.0,0.0,2,1,Low
35,0,Travel_Rarely,1232,Sales,16,3,Marketing,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,No,15,3,3,2,12,3,2,11,9,6,9,0.5454544958677732,0.8181817438016598,0.2727272479338866,0.8181817438016598,0.2727272479338866,668.3333333333334,0.3428571330612248,1,5,Medium
36,0,Travel_Frequently,566,Research & Development,18,4,Life Sciences,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,No,18,3,4,2,4,2,3,1,0,0,0,0.0,0.0,1.9999980000020001,0.0,0.9999990000010001,1844.0,0.11111110802469146,0,1,Low
51,0,Travel_Rarely,1302,Research & Development,2,3,Medical,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,No,18,3,4,1,13,3,3,4,1,1,2,0.24999993750001562,0.24999993750001562,0.7499998125000469,0.49999987500003124,0.49999987500003124,1096.4,0.2549019557862362,0,1,Low
41,0,Travel_Rarely,334,Sales,2,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,16015,15896,1,No,19,3,2,0,22,2,3,22,10,0,4,0.0,0.4545454338842984,0.09090908677685969,0.18181817355371938,0.18181817355371938,696.304347826087,0.5365853527662109,1,5,Medium
18,0,Travel_Rarely,812,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,No,12,3,1,0,0,2,3,0,0,0,0,0.0,0.0,2000000.0,0.0,1000000.0,1200.0,0.0,2,1,Low
28,0,Travel_Rarely,1476,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,No,19,3,3,0,9,2,3,8,3,0,7,0.0,0.3749999531250059,0.24999996875000394,0.8749998906250137,0.24999996875000394,629.0,0.32142855994898,0,1,Low
31,0,Travel_Rarely,218,Sales,7,3,Technical Degree,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,No,11,3,2,1,10,3,2,8,7,7,7,0.8749998906250137,0.8749998906250137,0.3749999531250059,0.8749998906250137,0.24999996875000394,769.8888888888889,0.3225806347554634,1,6,Medium
39,0,Travel_Rarely,1132,Research & Development,1,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,No,17,3,1,3,19,5,2,18,10,3,7,0.1666666574074079,0.5555555246913597,0.27777776234567986,0.3888888672839518,0.1666666574074079,505.94736842105266,0.4871794746877058,1,3,Low
36,0,Non-Travel,1105,Research & Development,24,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,No,15,3,3,1,11,3,3,9,8,0,8,0.0,0.8888887901234679,0.33333329629630043,0.8888887901234679,0.22222219753086697,567.4,0.3055555470679015,1,3,Low
32,0,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,No,14,3,3,1,13,3,2,13,8,4,8,0.3076922840236705,0.615384568047341,0.23076921301775286,0.615384568047341,0.15384614201183525,391.7142857142857,0.4062499873046879,1,4,Medium
38,0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,No,17,3,3,1,19,2,3,10,8,0,1,0.0,0.7999999200000081,0.19999998000000202,0.09999999000000101,0.299999970000003,1096.4545454545455,0.49999998684210567,1,5,Medium
58,0,Non-Travel,390,Research & Development,1,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Yes,13,3,4,1,12,2,3,5,3,1,2,0.199999960000008,0.599999880000024,0.399999920000016,0.399999920000016,0.399999920000016,943.3333333333334,0.20689654815695607,0,2,Low
31,0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Yes,12,3,3,1,6,4,3,5,2,0,3,0.0,0.399999920000016,0.799999840000032,0.599999880000024,0.199999960000008,803.5,0.19354838085327802,0,2,Low
31,0,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,No,12,3,4,0,9,1,3,2,2,1,0,0.499999750000125,0.99999950000025,0.499999750000125,0.0,0.99999950000025,2136.6666666666665,0.29032257127991706,0,6,Medium
45,0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,No,18,3,1,1,24,2,3,24,9,9,11,0.37499998437500065,0.37499998437500065,0.08333332986111125,0.4583333142361119,0.12499999479166687,208.4,0.5333333214814818,1,5,Medium
31,0,Travel_Rarely,192,Research & Development,2,4,Life Sciences,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,0,Yes,18,3,2,1,3,2,1,2,2,2,2,0.99999950000025,0.99999950000025,0.99999950000025,0.99999950000025,0.499999750000125,898.3333333333334,0.09677419042663901,0,6,Medium
33,0,Travel_Frequently,553,Research & Development,5,4,Life Sciences,4,Female,74,3,3,Manager,2,Married,11878,23364,6,No,11,3,2,2,12,2,3,10,6,8,8,0.7999999200000081,0.599999940000006,0.19999998000000202,0.7999999200000081,0.299999970000003,1079.8181818181818,0.36363635261708027,1,6,Medium
39,0,Travel_Rarely,117,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Yes,14,3,4,0,21,3,3,21,9,11,10,0.5238094988662143,0.4285714081632663,0.14285713605442207,0.47619045351474026,0.19047618140589612,775.8181818181819,0.5384615246548328,1,5,Medium
43,0,Travel_Frequently,185,Research & Development,10,4,Life Sciences,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,No,19,3,1,0,9,5,3,8,7,1,7,0.12499998437500197,0.8749998906250137,0.6249999218750099,0.8749998906250137,0.12499998437500197,272.77777777777777,0.20930232071389954,0,4,Medium
49,0,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7,0.0,0.1428571224489825,0.285714244897965,0.9999998571428775,0.57142848979593,1745.5,0.5102040712203251,1,0,Low
52,1,Travel_Rarely,723,Research & Development,8,4,Medical,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,No,15,3,1,0,11,3,2,8,2,7,7,0.8749998906250137,0.24999996875000394,0.3749999531250059,0.8749998906250137,0.24999996875000394,549.0,0.21153845747041428,1,3,Low
27,0,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Yes,12,3,2,0,4,2,2,4,3,1,2,0.24999993750001562,0.7499998125000469,0.49999987500003124,0.49999987500003124,0.24999993750001562,495.6,0.1481481426611799,0,4,Medium
32,0,Travel_Rarely,588,Sales,8,2,Technical Degree,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,Yes,11,3,4,0,13,2,3,13,12,11,9,0.8461537810650938,0.9230768520710114,0.15384614201183525,0.6923076390532585,0.15384614201183525,373.42857142857144,0.4062499873046879,1,8,High
27,0,Travel_Rarely,1377,Sales,2,3,Life Sciences,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Yes,11,3,1,0,5,3,3,5,4,0,4,0.0,0.799999840000032,0.599999880000024,0.799999840000032,0.399999920000016,746.3333333333334,0.18518517832647488,0,3,Low
31,0,Travel_Rarely,691,Sales,7,3,Marketing,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,No,12,3,4,3,13,3,3,7,7,1,7,0.1428571224489825,0.9999998571428775,0.4285713673469475,0.9999998571428775,0.285714244897965,943.375,0.4193548251821024,1,3,Low
32,0,Travel_Rarely,1018,Research & Development,2,4,Medical,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,No,16,3,3,0,10,0,2,7,7,0,7,0.0,0.9999998571428775,0.0,0.9999998571428775,0.285714244897965,631.875,0.3124999902343753,0,5,Medium
28,1,Travel_Rarely,1157,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Yes,13,3,4,0,5,4,2,3,2,2,2,0.6666664444445185,0.6666664444445185,1.333332888889037,0.6666664444445185,0.33333322222225925,866.0,0.17857142219387778,0,5,Medium
30,0,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,No,13,3,4,2,11,2,3,10,8,1,9,0.09999999000000101,0.7999999200000081,0.19999998000000202,0.8999999100000091,0.19999998000000202,525.0,0.36666665444444485,1,5,Medium
31,0,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,No,24,4,1,1,10,2,3,10,9,8,9,0.7999999200000081,0.8999999100000091,0.19999998000000202,0.8999999100000091,0.299999970000003,813.0,0.3225806347554634,1,7,High
39,0,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,19272,21141,1,No,15,3,1,1,21,2,3,21,9,13,3,0.6190475895691624,0.4285714081632663,0.09523809070294806,0.14285713605442207,0.23809522675737013,876.0,0.5384615246548328,1,7,High
